,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
9807,50,8,91,Colorado,Ouray County,11,3,226,106,120,100,109,0,0,0,3,1,2,0,2,5,4,105,112,1,2,3,6,2,2,0,2,96,105,94,97,0,0,0,0,1,2,0,2,1,4,95,100,0,2,0,3,2,2,0,2,10,15,6,12,0,0,0,3,0,0,0,0,4,0,10,12,1,0,3,3,0,0,0,0
9808,50,8,91,Colorado,Ouray County,11,4,232,117,115,110,106,0,0,0,1,2,2,1,0,4,6,114,111,1,2,1,4,4,4,1,0,106,107,99,99,0,0,0,1,2,2,1,0,4,5,103,103,1,1,1,4,4,4,1,0,11,8,11,7,0,0,0,0,0,0,0,0,0,1,11,8,0,1,0,0,0,0,0,0
9809,50,8,91,Colorado,Ouray County,11,5,161,86,75,79,69,0,0,1,1,0,3,1,1,5,1,84,70,3,1,2,1,1,3,1,1,77,68,72,62,0,0,1,1,0,3,1,1,3,1,75,63,1,1,2,1,1,3,1,1,9,7,7,7,0,0,0,0,0,0,0,0,2,0,9,7,2,0,0,0,0,0,0,0
9810,50,8,91,Colorado,Ouray County,11,6,178,102,76,96,71,0,0,2,1,1,1,0,0,3,3,99,74,2,0,3,3,1,1,0,1,91,69,87,65,0,0,0,0,1,1,0,0,3,3,90,68,2,0,1,2,1,1,0,1,11,7,9,6,0,0,2,1,0,0,0,0,0,0,9,6,0,0,2,1,0,0,0,0
9811,50,8,91,Colorado,Ouray County,11,7,214,99,115,96,111,0,0,0,1,2,0,0,0,1,3,97,114,0,1,0,2,3,1,0,0,95,104,92,100,0,0,0,1,2,0,0,0,1,3,93,103,0,1,0,2,3,1,0,0,4,11,4,11,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
9812,50,8,91,Colorado,Ouray County,11,8,251,122,129,118,125,0,0,3,2,0,2,0,0,1,0,119,125,1,0,3,2,0,2,0,0,105,118,101,114,0,0,3,2,0,2,0,0,1,0,102,114,1,0,3,2,0,2,0,0,17,11,17,11,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0
9813,50,8,91,Colorado,Ouray County,11,9,292,159,133,155,125,0,0,1,2,1,3,1,0,1,3,156,128,1,1,1,4,1,3,1,0,147,121,143,115,0,0,1,1,1,3,1,0,1,2,144,117,1,1,1,2,1,3,1,0,12,12,12,10,0,0,0,1,0,0,0,0,0,1,12,11,0,0,0,2,0,0,0,0
9814,50,8,91,Colorado,Ouray County,11,10,299,157,142,151,139,0,0,1,2,2,0,1,0,2,1,153,139,2,0,1,2,2,1,1,1,147,129,142,128,0,0,0,0,2,0,1,0,2,1,144,128,2,0,0,0,2,1,1,1,10,13,9,11,0,0,1,2,0,0,0,0,0,0,9,11,0,0,1,2,0,0,0,0
9815,50,8,91,Colorado,Ouray County,11,11,310,136,174,131,169,1,0,3,0,1,1,0,0,0,4,131,173,1,1,3,2,1,2,0,0,128,165,125,161,1,0,1,0,1,1,0,0,0,3,125,164,1,0,1,2,1,2,0,0,8,9,6,8,0,0,2,0,0,0,0,0,0,1,6,9,0,1,2,0,0,0,0,0
9816,50,8,91,Colorado,Ouray County,11,12,441,216,225,209,219,2,0,1,0,2,3,0,0,2,3,211,222,2,1,3,1,2,4,0,0,209,218,202,213,2,0,1,0,2,3,0,0,2,2,204,215,2,0,3,1,2,4,0,0,7,7,7,6,0,0,0,0,0,0,0,0,0,1,7,7,0,1,0,0,0,0,0,0
9817,50,8,91,Colorado,Ouray County,11,13,563,268,295,265,288,0,0,0,2,0,0,1,0,2,5,267,293,1,1,1,6,0,0,1,0,254,284,252,279,0,0,0,0,0,0,1,0,1,5,253,284,1,1,0,4,0,0,1,0,14,11,13,9,0,0,0,2,0,0,0,0,1,0,14,9,0,0,1,2,0,0,0,0
9818,50,8,91,Colorado,Ouray County,11,14,524,278,246,273,240,0,0,0,3,0,1,0,0,5,2,278,242,2,0,2,3,1,3,0,0,269,243,265,237,0,0,0,3,0,1,0,0,4,2,269,239,2,0,2,3,0,3,0,0,9,3,8,3,0,0,0,0,0,0,0,0,1,0,9,3,0,0,0,0,1,0,0,0
9819,50,8,91,Colorado,Ouray County,11,15,368,186,182,183,174,0,0,2,1,0,2,0,0,1,5,184,178,0,1,3,6,0,2,0,0,181,179,179,172,0,0,2,1,0,2,0,0,0,4,179,175,0,1,2,5,0,2,0,0,5,3,4,2,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,1,0,0,0,0
9820,50,8,91,Colorado,Ouray County,11,16,242,128,114,123,112,0,0,0,0,3,1,0,0,2,1,125,113,0,1,2,0,3,1,0,0,128,111,123,110,0,0,0,0,3,1,0,0,2,0,125,110,0,0,2,0,3,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0
9821,50,8,91,Colorado,Ouray County,11,17,92,53,39,50,39,0,0,1,0,0,0,0,0,2,0,52,39,1,0,3,0,0,0,0,0,50,39,47,39,0,0,1,0,0,0,0,0,2,0,49,39,1,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
9822,50,8,91,Colorado,Ouray County,11,18,88,41,47,39,46,0,0,0,0,1,0,0,0,1,1,40,47,0,0,1,1,1,0,0,0,40,42,38,41,0,0,0,0,1,0,0,0,1,1,39,42,0,0,1,1,1,0,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
10013,50,8,93,Colorado,Park County,11,0,18556,9768,8788,9214,8266,85,76,131,103,75,120,4,3,259,220,9449,8471,141,122,256,219,161,181,23,19,9148,8252,8690,7814,82,73,83,68,73,117,4,2,216,178,8885,7980,130,105,179,159,153,172,19,18,620,536,524,452,3,3,48,35,2,3,0,1,43,42,564,491,11,17,77,60,8,9,4,1
10014,50,8,93,Colorado,Park County,11,1,667,351,316,309,290,2,2,8,0,0,2,0,0,32,22,337,311,10,9,21,7,13,10,3,2,307,279,279,258,2,2,2,0,0,2,0,0,24,17,300,274,8,7,11,5,11,9,2,2,44,37,30,32,0,0,6,0,0,0,0,0,8,5,37,37,2,2,10,2,2,1,1,0
10015,50,8,93,Colorado,Park County,11,2,752,419,333,372,303,5,6,6,7,1,2,0,0,35,15,403,316,14,9,18,13,17,7,2,3,382,304,340,280,5,6,5,2,1,2,0,0,31,14,367,293,13,9,14,7,17,6,2,3,37,29,32,23,0,0,1,5,0,0,0,0,4,1,36,23,1,0,4,6,0,1,0,0
10016,50,8,93,Colorado,Park County,11,3,869,430,439,393,395,2,7,3,7,5,4,0,0,27,26,416,419,8,12,14,20,17,13,2,1,381,402,352,368,1,7,1,4,5,4,0,0,22,19,370,385,7,10,8,13,17,12,1,1,49,37,41,27,1,0,2,3,0,0,0,0,5,7,46,34,1,2,6,7,0,1,1,0
10017,50,8,93,Colorado,Park County,11,4,801,419,382,376,351,8,5,10,6,3,8,0,0,22,12,397,363,11,9,18,9,14,12,2,1,377,348,346,323,8,5,4,3,3,8,0,0,16,9,362,332,10,7,8,5,12,12,1,1,42,34,30,28,0,0,6,3,0,0,0,0,6,3,35,31,1,2,10,4,2,0,1,0
10018,50,8,93,Colorado,Park County,11,5,638,360,278,333,248,4,5,4,4,1,7,0,0,18,14,350,262,10,11,11,11,6,8,1,2,331,263,310,237,4,5,3,3,1,7,0,0,13,11,322,248,8,9,7,9,6,8,1,2,29,15,23,11,0,0,1,1,0,0,0,0,5,3,28,14,2,2,4,2,0,0,0,0
10019,50,8,93,Colorado,Park County,11,6,851,458,393,426,369,1,3,10,4,7,3,0,0,14,14,437,382,6,6,16,8,11,10,2,1,419,362,390,342,1,3,8,3,7,3,0,0,13,11,400,352,6,5,13,6,11,9,2,1,39,31,36,27,0,0,2,1,0,0,0,0,1,3,37,30,0,1,3,2,0,1,0,0
10020,50,8,93,Colorado,Park County,11,7,886,473,413,447,380,6,7,3,4,3,3,0,0,14,19,458,398,10,12,8,13,10,9,1,0,428,359,407,332,6,7,1,1,3,2,0,0,11,17,416,348,9,12,4,9,9,7,1,0,45,54,40,48,0,0,2,3,0,1,0,0,3,2,42,50,1,0,4,4,1,2,0,0
10021,50,8,93,Colorado,Park County,11,8,1161,615,546,586,522,8,2,7,3,5,4,0,2,9,13,594,535,11,3,13,10,6,8,0,3,563,502,538,482,8,1,5,1,5,4,0,2,7,12,544,494,11,2,9,7,6,8,0,3,52,44,48,40,0,1,2,2,0,0,0,0,2,1,50,41,0,1,4,3,0,0,0,0
10022,50,8,93,Colorado,Park County,11,9,1072,578,494,539,471,7,3,12,4,5,5,1,0,14,11,553,480,10,5,19,12,8,7,2,1,538,457,505,439,7,2,8,3,5,5,1,0,12,8,517,445,10,4,13,8,8,7,2,1,40,37,34,32,0,1,4,1,0,0,0,0,2,3,36,35,0,1,6,4,0,0,0,0
10023,50,8,93,Colorado,Park County,11,10,1271,671,600,635,572,6,8,10,10,6,4,0,1,14,5,648,576,8,10,18,11,10,6,2,2,643,566,614,543,6,8,5,9,4,4,0,0,14,2,627,544,8,8,13,9,8,6,2,1,28,34,21,29,0,0,5,1,2,0,0,1,0,3,21,32,0,2,5,2,2,0,0,1
10024,50,8,93,Colorado,Park County,11,11,1508,781,727,747,685,6,7,12,10,4,7,0,0,12,18,759,701,6,10,18,23,8,10,2,1,744,682,718,652,6,7,6,5,4,6,0,0,10,12,728,663,6,8,12,14,7,8,1,1,37,45,29,33,0,0,6,5,0,1,0,0,2,6,31,38,0,2,6,9,1,2,1,0
10025,50,8,93,Colorado,Park County,11,12,2113,1122,991,1084,952,11,4,7,8,3,7,2,0,15,20,1097,970,14,7,17,23,6,11,3,1,1068,945,1034,909,11,3,5,7,3,7,2,0,13,19,1045,927,13,5,14,21,6,11,3,1,54,46,50,43,0,1,2,1,0,0,0,0,2,1,52,43,1,2,3,2,0,0,0,0
10026,50,8,93,Colorado,Park County,11,13,2174,1091,1083,1048,1031,6,3,21,17,7,22,0,0,9,10,1057,1040,8,4,27,25,8,23,0,1,1029,1041,994,995,4,3,17,14,7,21,0,0,7,8,1001,1002,6,4,21,20,8,22,0,1,62,42,54,36,2,0,4,3,0,1,0,0,2,2,56,38,2,0,6,5,0,1,0,0
10027,50,8,93,Colorado,Park County,11,14,1740,901,839,856,779,8,5,10,13,16,29,0,0,11,13,867,792,10,5,18,24,17,31,0,0,876,818,835,765,8,5,6,8,16,29,0,0,11,11,846,776,10,5,14,17,17,31,0,0,25,21,21,14,0,0,4,5,0,0,0,0,0,2,21,16,0,0,4,7,0,0,0,0
10028,50,8,93,Colorado,Park County,11,15,1111,616,495,593,477,3,6,7,4,7,6,1,0,5,2,598,479,3,6,12,5,7,7,1,0,599,485,577,468,3,6,6,3,7,6,1,0,5,2,582,470,3,6,11,4,7,7,1,0,17,10,16,9,0,0,1,1,0,0,0,0,0,0,16,9,0,0,1,1,0,0,0,0
10029,50,8,93,Colorado,Park County,11,16,549,297,252,290,240,1,1,1,1,1,6,0,0,4,4,294,244,1,1,4,3,2,8,0,0,281,239,275,227,1,1,1,1,1,6,0,0,3,4,278,231,1,1,3,3,2,8,0,0,16,13,15,13,0,0,0,0,0,0,0,0,1,0,16,13,0,0,1,0,0,0,0,0
10030,50,8,93,Colorado,Park County,11,17,221,121,100,117,97,0,1,0,0,1,1,0,0,3,1,120,98,0,2,3,0,1,1,0,0,119,98,115,95,0,1,0,0,1,1,0,0,3,1,118,96,0,2,3,0,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10031,50,8,93,Colorado,Park County,11,18,172,65,107,63,104,1,1,0,1,0,0,0,0,1,1,64,105,1,1,1,2,0,0,0,0,63,102,61,99,1,1,0,1,0,0,0,0,1,1,62,100,1,1,1,2,0,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
10222,50,8,95,Colorado,Phillips County,11,0,4286,2115,2171,2033,2095,32,13,18,23,8,14,2,3,22,23,2055,2118,36,18,27,34,16,21,3,3,1660,1745,1608,1692,19,10,7,8,8,14,2,2,16,19,1624,1711,22,14,12,18,15,19,3,2,455,426,425,403,13,3,11,15,0,0,0,1,6,4,431,407,14,4,15,16,1,2,0,1
10223,50,8,95,Colorado,Phillips County,11,1,288,165,123,157,120,2,0,5,1,0,0,0,1,1,1,158,121,2,1,5,1,1,0,0,1,107,77,106,76,0,0,0,0,0,0,0,0,1,1,107,77,0,1,0,0,1,0,0,0,58,46,51,44,2,0,5,1,0,0,0,1,0,0,51,44,2,0,5,1,0,0,0,1
10224,50,8,95,Colorado,Phillips County,11,2,272,121,151,117,145,2,2,0,1,1,0,0,0,1,3,118,148,2,2,0,3,2,1,0,0,77,102,73,98,2,1,0,0,1,0,0,0,1,3,74,101,2,1,0,2,2,1,0,0,44,49,44,47,0,1,0,1,0,0,0,0,0,0,44,47,0,1,0,1,0,0,0,0
10225,50,8,95,Colorado,Phillips County,11,3,331,191,140,180,134,4,2,2,0,0,0,0,0,5,4,185,138,4,3,4,2,3,1,0,0,136,104,127,100,4,1,1,0,0,0,0,0,4,3,131,103,4,1,2,2,3,1,0,0,55,36,53,34,0,1,1,0,0,0,0,0,1,1,54,35,0,2,2,0,0,0,0,0
10226,50,8,95,Colorado,Phillips County,11,4,247,129,118,124,112,3,1,1,1,0,1,0,0,1,3,125,115,3,2,2,1,0,3,0,0,89,78,86,74,3,1,0,0,0,1,0,0,0,2,86,76,3,2,0,0,0,2,0,0,40,40,38,38,0,0,1,1,0,0,0,0,1,1,39,39,0,0,2,1,0,1,0,0
10227,50,8,95,Colorado,Phillips County,11,5,216,108,108,99,103,3,1,3,2,0,1,0,0,3,1,102,104,5,2,3,2,1,1,0,0,77,74,71,71,3,1,2,0,0,1,0,0,1,1,72,72,4,2,2,0,0,1,0,0,31,34,28,32,0,0,1,2,0,0,0,0,2,0,30,32,1,0,1,2,1,0,0,0
10228,50,8,95,Colorado,Phillips County,11,6,230,120,110,114,105,2,1,1,2,0,0,0,0,3,2,117,107,3,1,2,2,0,2,1,0,83,85,79,83,1,0,1,1,0,0,0,0,2,1,81,84,2,0,1,1,0,1,1,0,37,25,35,22,1,1,0,1,0,0,0,0,1,1,36,23,1,1,1,1,0,1,0,0
10229,50,8,95,Colorado,Phillips County,11,7,202,103,99,97,97,3,1,0,0,1,1,0,0,2,0,99,97,4,1,0,0,2,1,0,0,78,80,72,78,3,1,0,0,1,1,0,0,2,0,74,78,4,1,0,0,2,1,0,0,25,19,25,19,0,0,0,0,0,0,0,0,0,0,25,19,0,0,0,0,0,0,0,0
10230,50,8,95,Colorado,Phillips County,11,8,271,121,150,111,145,8,0,0,4,0,0,1,0,1,1,112,146,8,0,1,5,0,0,1,0,91,116,88,115,2,0,0,1,0,0,1,0,0,0,88,115,2,0,0,1,0,0,1,0,30,34,23,30,6,0,0,3,0,0,0,0,1,1,24,31,6,0,1,4,0,0,0,0
10231,50,8,95,Colorado,Phillips County,11,9,204,102,102,100,99,1,1,0,2,1,0,0,0,0,0,100,99,1,1,0,2,1,0,0,0,85,74,83,72,1,1,0,1,1,0,0,0,0,0,83,72,1,1,0,1,1,0,0,0,17,28,17,27,0,0,0,1,0,0,0,0,0,0,17,27,0,0,0,1,0,0,0,0
10232,50,8,95,Colorado,Phillips County,11,10,206,95,111,89,108,2,0,1,1,2,1,0,0,1,1,90,109,2,0,2,2,2,1,0,0,71,86,67,84,0,0,1,0,2,1,0,0,1,1,68,85,0,0,2,1,2,1,0,0,24,25,22,24,2,0,0,1,0,0,0,0,0,0,22,24,2,0,0,1,0,0,0,0
10233,50,8,95,Colorado,Phillips County,11,11,248,143,105,138,101,2,1,1,0,1,2,0,0,1,1,139,102,2,1,2,0,1,3,0,0,110,86,108,82,0,1,0,0,1,2,0,0,1,1,109,83,0,1,1,0,1,3,0,0,33,19,30,19,2,0,1,0,0,0,0,0,0,0,30,19,2,0,1,0,0,0,0,0
10234,50,8,95,Colorado,Phillips County,11,12,282,135,147,132,138,0,3,3,3,0,0,0,0,0,3,132,141,0,3,3,6,0,0,0,0,119,134,118,126,0,3,1,2,0,0,0,0,0,3,118,129,0,3,1,5,0,0,0,0,16,13,14,12,0,0,2,1,0,0,0,0,0,0,14,12,0,0,2,1,0,0,0,0
10235,50,8,95,Colorado,Phillips County,11,13,323,163,160,162,156,0,0,0,2,0,2,0,0,1,0,163,156,0,0,0,2,1,2,0,0,147,143,146,139,0,0,0,2,0,2,0,0,1,0,147,139,0,0,0,2,1,2,0,0,16,17,16,17,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0
10236,50,8,95,Colorado,Phillips County,11,14,244,119,125,117,119,0,0,0,0,1,4,1,2,0,0,117,119,0,0,0,0,1,4,1,2,106,118,104,112,0,0,0,0,1,4,1,2,0,0,104,112,0,0,0,0,1,4,1,2,13,7,13,7,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0
10237,50,8,95,Colorado,Phillips County,11,15,194,102,92,99,89,0,0,1,1,1,1,0,0,1,1,100,90,0,0,2,2,1,1,0,0,93,83,90,81,0,0,1,0,1,1,0,0,1,1,91,82,0,0,2,1,1,1,0,0,9,9,9,8,0,0,0,1,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,0
10238,50,8,95,Colorado,Phillips County,11,16,157,64,93,64,91,0,0,0,0,0,1,0,0,0,1,64,92,0,0,0,1,0,1,0,0,61,88,61,86,0,0,0,0,0,1,0,0,0,1,61,87,0,0,0,1,0,1,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
10239,50,8,95,Colorado,Phillips County,11,17,165,62,103,61,102,0,0,0,0,0,0,0,0,1,1,62,103,0,1,1,0,0,0,0,0,59,88,58,87,0,0,0,0,0,0,0,0,1,1,59,88,0,1,1,0,0,0,0,0,3,15,3,15,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
10240,50,8,95,Colorado,Phillips County,11,18,206,72,134,72,131,0,0,0,3,0,0,0,0,0,0,72,131,0,0,0,3,0,0,0,0,71,129,71,128,0,0,0,1,0,0,0,0,0,0,71,128,0,0,0,1,0,0,0,0,1,5,1,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0
10431,50,8,97,Colorado,Pitkin County,11,0,17950,9289,8661,8853,8190,136,52,55,32,100,235,10,12,135,140,8973,8315,178,94,97,76,152,294,25,25,8399,7732,8046,7335,120,40,21,14,94,217,7,10,111,116,8145,7438,155,69,54,50,138,271,19,22,890,929,807,855,16,12,34,18,6,18,3,2,24,24,828,877,23,25,43,26,14,23,6,3
10432,50,8,97,Colorado,Pitkin County,11,1,700,335,365,320,339,1,4,1,0,4,12,0,0,9,10,329,348,3,9,4,2,8,15,0,1,261,282,250,266,1,2,1,0,4,6,0,0,5,8,255,273,3,5,2,2,6,9,0,1,74,83,70,73,0,2,0,0,0,6,0,0,4,2,74,75,0,4,2,0,2,6,0,0
10433,50,8,97,Colorado,Pitkin County,11,2,697,364,333,329,303,4,1,6,9,7,6,0,1,18,13,345,315,9,6,11,13,16,12,1,1,298,264,282,248,1,1,0,1,3,5,0,1,12,8,293,256,4,4,2,2,10,10,1,1,66,69,47,55,3,0,6,8,4,1,0,0,6,5,52,59,5,2,9,11,6,2,0,0
10434,50,8,97,Colorado,Pitkin County,11,3,793,399,394,381,367,4,2,0,0,4,6,0,2,10,17,390,384,7,6,3,5,8,14,1,2,352,342,335,317,4,2,0,0,4,6,0,2,9,15,343,332,6,4,3,5,8,14,1,2,47,52,46,50,0,0,0,0,0,0,0,0,1,2,47,52,1,2,0,0,0,0,0,0
10435,50,8,97,Colorado,Pitkin County,11,4,801,407,394,386,366,3,5,2,2,4,11,1,0,11,10,397,374,5,10,4,5,9,15,3,1,356,330,337,313,3,1,1,1,4,10,1,0,10,5,347,316,5,3,3,3,9,12,2,1,51,64,49,53,0,4,1,1,0,1,0,0,1,5,50,58,0,7,1,2,0,3,1,0
10436,50,8,97,Colorado,Pitkin County,11,5,861,434,427,394,373,26,1,4,1,4,42,0,1,6,9,400,382,30,3,6,3,4,46,0,2,381,371,347,320,25,1,0,0,4,41,0,1,5,8,352,328,28,3,2,1,4,45,0,2,53,56,47,53,1,0,4,1,0,1,0,0,1,1,48,54,2,0,4,2,0,1,0,0
10437,50,8,97,Colorado,Pitkin County,11,6,1333,738,595,668,533,46,2,6,7,10,40,1,1,7,12,674,545,51,4,7,10,11,46,2,2,633,520,572,465,42,1,2,4,9,38,1,1,7,11,578,476,47,2,3,7,10,44,2,2,105,75,96,68,4,1,4,3,1,2,0,0,0,1,96,69,4,2,4,3,1,2,0,0
10438,50,8,97,Colorado,Pitkin County,11,7,1366,720,646,687,602,8,6,3,3,8,23,0,2,14,10,699,610,10,12,6,5,16,26,3,3,628,573,598,533,7,5,3,2,8,22,0,1,12,10,608,541,9,11,5,4,15,25,3,2,92,73,89,69,1,1,0,1,0,1,0,1,2,0,91,69,1,1,1,1,1,1,0,1
10439,50,8,97,Colorado,Pitkin County,11,8,1222,643,579,610,548,4,7,8,2,9,15,1,0,11,7,618,555,10,8,12,3,13,20,1,0,566,499,543,470,3,7,2,1,9,15,1,0,8,6,549,476,8,8,5,2,11,19,1,0,77,80,67,78,1,0,6,1,0,0,0,0,3,1,69,79,2,0,7,1,2,1,0,0
10440,50,8,97,Colorado,Pitkin County,11,9,1132,543,589,508,562,11,4,0,1,9,9,2,4,13,9,519,567,15,6,4,3,14,15,4,7,481,479,451,458,9,3,0,0,8,6,1,3,12,9,461,463,13,5,3,2,13,12,3,6,62,110,57,104,2,1,0,1,1,3,1,1,1,0,58,104,2,1,1,1,1,3,1,1
10441,50,8,97,Colorado,Pitkin County,11,10,1399,742,657,716,617,3,4,5,1,9,20,2,0,7,15,721,631,6,6,7,7,11,26,5,3,651,560,633,528,3,2,0,1,9,18,0,0,6,11,638,538,5,3,2,4,11,24,2,3,91,97,83,89,0,2,5,0,0,2,2,0,1,4,83,93,1,3,5,3,0,2,3,0
10442,50,8,97,Colorado,Pitkin County,11,11,1357,704,653,677,630,7,5,1,2,3,10,2,0,14,6,690,634,8,7,8,5,9,12,3,1,636,600,617,581,4,4,0,1,3,9,2,0,10,5,626,585,4,6,6,4,8,10,2,0,68,53,60,49,3,1,1,1,0,1,0,0,4,1,64,49,4,1,2,1,1,2,1,1
10443,50,8,97,Colorado,Pitkin County,11,12,1356,641,715,611,690,12,3,8,3,5,11,0,0,5,8,615,697,13,5,10,6,7,15,1,0,601,679,574,656,12,3,5,2,5,11,0,0,5,7,578,662,13,4,7,5,7,15,1,0,40,36,37,34,0,0,3,1,0,0,0,0,0,1,37,35,0,1,3,1,0,0,0,0
10444,50,8,97,Colorado,Pitkin County,11,13,1451,770,681,745,664,5,4,4,1,11,8,0,0,5,4,750,668,7,6,5,2,13,8,0,1,736,639,714,623,4,4,2,1,11,8,0,0,5,3,719,626,6,5,3,2,13,8,0,1,34,42,31,41,1,0,2,0,0,0,0,0,0,1,31,42,1,1,2,0,0,0,0,0
10445,50,8,97,Colorado,Pitkin County,11,14,1305,698,607,677,593,1,3,5,0,11,8,0,0,4,3,681,596,2,3,8,2,11,9,0,0,680,586,661,572,1,3,3,0,11,8,0,0,4,3,665,575,2,3,6,2,11,9,0,0,18,21,16,21,0,0,2,0,0,0,0,0,0,0,16,21,0,0,2,0,0,0,0,0
10446,50,8,97,Colorado,Pitkin County,11,15,1017,527,490,526,483,0,0,0,0,1,3,0,0,0,4,526,486,0,2,0,2,1,4,0,0,522,481,521,474,0,0,0,0,1,3,0,0,0,4,521,477,0,2,0,2,1,4,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0
10447,50,8,97,Colorado,Pitkin County,11,16,614,338,276,336,271,0,0,1,0,0,3,1,1,0,1,336,272,0,0,1,1,0,3,1,1,337,275,335,270,0,0,1,0,0,3,1,1,0,1,335,271,0,0,1,1,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10448,50,8,97,Colorado,Pitkin County,11,17,289,159,130,157,125,0,1,1,0,0,3,0,0,1,1,158,126,1,1,1,1,0,3,0,0,156,124,154,119,0,1,1,0,0,3,0,0,1,1,155,120,1,1,1,1,0,3,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
10449,50,8,97,Colorado,Pitkin County,11,18,257,127,130,125,124,1,0,0,0,1,5,0,0,0,1,125,125,1,0,0,1,1,5,0,0,124,128,122,122,1,0,0,0,1,5,0,0,0,1,122,123,1,0,0,1,1,5,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
10640,50,8,99,Colorado,Prowers County,11,0,12164,6113,6051,5783,5731,66,42,126,113,28,30,1,4,109,131,5888,5855,100,77,180,189,50,51,5,11,3639,3824,3433,3643,57,28,48,41,26,27,1,3,74,82,3505,3722,81,45,81,90,43,43,3,6,2474,2227,2350,2088,9,14,78,72,2,3,0,1,35,49,2383,2133,19,32,99,99,7,8,2,5
10641,50,8,99,Colorado,Prowers County,11,1,869,451,418,431,392,1,3,9,8,0,0,0,0,10,15,441,406,5,11,13,13,2,3,0,0,192,196,185,181,1,2,1,3,0,0,0,0,5,10,190,190,3,7,3,6,1,3,0,0,259,222,246,211,0,1,8,5,0,0,0,0,5,5,251,216,2,4,10,7,1,0,0,0
10642,50,8,99,Colorado,Prowers County,11,2,878,467,411,428,383,7,3,5,2,7,0,0,0,20,23,448,402,16,11,15,13,8,4,0,4,241,191,215,178,5,1,0,1,6,0,0,0,15,11,230,189,12,5,7,5,7,1,0,2,226,220,213,205,2,2,5,1,1,0,0,0,5,12,218,213,4,6,8,8,1,3,0,2
10643,50,8,99,Colorado,Prowers County,11,3,868,443,425,415,398,5,5,10,6,3,2,0,0,10,14,423,411,7,9,14,14,8,4,1,1,202,197,181,183,3,3,7,2,3,1,0,0,8,8,187,190,5,5,9,7,8,2,1,1,241,228,234,215,2,2,3,4,0,1,0,0,2,6,236,221,2,4,5,7,0,2,0,0
